Round,PlayerId,Position:Y,Position:X,Speed,State,Boosting,Boost-Counter,Damage,#Boosts,#Oil,#Lizards,LastCyberTruck:Y,LastCyberTruck:X,#Tweets,#EMPs,Score
1,2,4,1,5,READY,false,0,0,0,0,0,,,0,0,0
2,2,4,7,6,ACCELERATING,false,0,0,0,0,0,,,0,0,0
3,2,4,15,8,ACCELERATING,false,0,0,0,0,0,,,0,0,0
4,2,4,24,8,HIT_MUD,false,0,1,0,0,0,,,0,0,-3
5,2,4,33,0,HIT_MUD,false,0,5,0,0,0,,,0,0,-19
6,2,4,33,0,FIXED_CAR,false,0,3,0,0,0,,,0,0,-19
7,2,4,36,0,HIT_MUD,false,0,5,0,0,0,,,0,0,-25
8,2,4,36,0,FIXED_CAR,false,0,3,0,0,0,,,0,0,-25
9,2,4,39,3,ACCELERATING,false,0,3,0,0,0,,,0,0,-25
10,2,4,45,6,ACCELERATING,false,0,3,0,0,0,,,0,0,-25
11,2,4,51,6,ACCELERATING,false,0,3,0,0,0,,,1,0,-21
12,2,4,57,0,HIT_WALL,false,0,5,0,0,0,,,1,0,-26
13,2,4,57,0,FIXED_CAR,false,0,3,0,0,0,,,1,0,-26
14,2,4,60,3,HIT_MUD,false,0,4,0,0,0,,,1,0,-29
15,2,4,63,3,ACCELERATING,false,0,4,0,0,0,,,1,0,-29
16,2,4,66,3,ACCELERATING,false,0,4,0,0,0,,,1,0,-29
17,2,4,69,3,ACCELERATING,false,0,4,0,0,0,,,1,0,-29
18,2,4,72,0,HIT_MUD,false,0,5,0,0,0,,,1,0,-32
19,2,4,72,0,FIXED_CAR,false,0,3,0,0,0,,,1,0,-32
20,2,4,75,3,ACCELERATING,false,0,3,0,0,0,,,1,0,-32
21,2,4,81,3,HIT_MUD,false,0,4,1,0,0,,,1,0,-31
22,2,4,84,3,ACCELERATING,false,0,4,1,0,1,,,1,0,-27
23,2,4,87,0,HIT_MUD,false,0,5,1,0,1,,,1,0,-30
24,2,4,87,0,FIXED_CAR,false,0,3,1,0,1,,,1,0,-30
25,2,4,90,3,HIT_MUD,false,0,4,1,1,1,,,1,0,-29
26,2,4,93,3,ACCELERATING,false,0,4,2,1,1,,,1,0,-25
27,2,4,96,0,HIT_MUD,false,0,5,2,1,1,,,1,0,-28
28,2,4,96,0,FIXED_CAR,false,0,3,2,1,1,,,1,0,-28
29,2,4,99,3,ACCELERATING,false,0,3,2,1,1,,,1,0,-28
30,2,4,105,6,ACCELERATING,false,0,3,2,1,1,,,1,0,-28
31,2,4,111,6,USED_LIZARD,false,0,3,2,1,0,,,1,0,-28
32,2,4,117,3,HIT_MUD,false,0,4,2,1,1,,,1,0,-19
33,2,4,120,3,ACCELERATING,false,0,4,2,1,1,,,1,0,-19
34,2,4,123,3,ACCELERATING,false,0,4,2,1,1,,,1,0,-19
35,2,4,126,3,ACCELERATING,false,0,4,2,1,1,,,1,0,-19
36,2,4,129,3,ACCELERATING,false,0,4,2,1,1,,,1,0,-19
37,2,4,132,3,ACCELERATING,false,0,4,2,1,1,,,1,0,-19
38,2,4,135,3,ACCELERATING,false,0,4,2,1,1,,,1,0,-19
39,2,4,138,3,ACCELERATING,false,0,4,2,1,1,,,1,0,-19
40,2,4,141,0,HIT_WALL,false,0,5,2,1,1,,,1,0,-24
41,2,4,141,0,FIXED_CAR,false,0,3,2,1,1,,,1,0,-24
42,2,4,144,3,HIT_MUD,false,0,4,2,2,1,,,1,0,-23
43,2,4,147,3,ACCELERATING,false,0,4,2,2,1,,,1,0,-23
44,2,4,150,3,ACCELERATING,false,0,4,2,2,1,,,1,0,-23
45,2,4,153,3,ACCELERATING,false,0,4,2,2,2,,,1,0,-19
46,2,4,156,3,ACCELERATING,false,0,4,2,2,2,,,1,0,-19
47,2,4,159,3,ACCELERATING,false,0,4,2,2,2,,,1,0,-19
48,2,4,162,0,HIT_MUD,false,0,5,2,2,2,,,1,0,-22
49,2,4,162,0,FIXED_CAR,false,0,3,2,2,2,,,1,0,-22
50,2,4,165,3,ACCELERATING,false,0,3,2,2,2,,,1,1,-18
51,2,4,171,6,ACCELERATING,false,0,3,2,3,2,,,1,1,-14
52,2,4,177,6,USED_BOOST,true,5,3,1,3,2,,,1,1,-10
53,2,4,183,0,HIT_WALL,false,0,5,0,3,2,,,1,1,-11
54,2,4,183,0,FIXED_CAR,false,0,3,0,3,2,,,1,1,-11
55,2,4,186,3,ACCELERATING,false,0,3,0,3,2,,,1,1,-11
56,2,4,192,3,HIT_MUD,false,0,4,0,3,2,,,1,3,-6
57,2,4,195,3,ACCELERATING,false,0,4,0,3,2,,,1,3,-6
58,2,4,198,0,HIT_MUD,false,0,5,0,3,2,,,1,3,-12
59,2,4,198,0,FIXED_CAR,false,0,3,0,3,2,,,1,3,-12
60,2,4,201,3,ACCELERATING,false,0,3,0,3,2,,,1,3,-12
61,2,4,207,6,ACCELERATING,false,0,3,0,4,2,,,1,3,-8
62,2,4,213,0,HIT_WALL,false,0,5,0,4,2,,,1,3,-18
63,2,4,213,0,FIXED_CAR,false,0,3,0,4,2,,,1,3,-18
64,2,4,216,3,ACCELERATING,false,0,3,0,4,2,,,1,3,-18
65,2,4,222,3,HIT_MUD,false,0,4,0,4,2,,,1,3,-21
66,2,4,225,3,ACCELERATING,false,0,4,0,4,2,,,1,3,-21
67,2,4,228,3,ACCELERATING,false,0,4,0,4,2,,,1,3,-21
68,2,4,231,3,ACCELERATING,false,0,4,0,4,2,,,1,3,-21
69,2,4,234,3,ACCELERATING,false,0,4,1,4,2,,,1,3,-17
70,2,4,237,0,HIT_MUD,false,0,5,1,4,3,,,1,3,-16
71,2,4,237,0,FIXED_CAR,false,0,3,1,4,3,,,1,3,-16
72,2,4,240,3,ACCELERATING,false,0,3,1,4,3,,,1,3,-16
73,2,4,246,6,ACCELERATING,false,0,3,1,4,3,,,1,3,-16
74,2,4,252,0,HIT_WALL,false,0,5,0,4,3,,,1,3,-17
75,2,4,252,0,FIXED_CAR,false,0,3,0,4,3,,,1,3,-17
76,2,4,255,3,ACCELERATING,false,0,3,0,4,3,,,1,3,-17
77,2,4,261,0,HIT_WALL,false,0,5,0,4,3,,,1,3,-22
78,2,4,261,0,FIXED_CAR,false,0,3,0,4,3,,,1,3,-22
79,2,4,264,3,ACCELERATING,false,0,3,0,4,3,,,1,3,-22
80,2,4,270,0,HIT_MUD,false,0,5,0,4,3,,,1,3,-28
81,2,4,270,0,FIXED_CAR,false,0,3,0,4,3,,,1,3,-28
82,2,4,273,3,ACCELERATING,false,0,3,0,4,3,,,1,3,-28
83,2,4,279,6,ACCELERATING,false,0,3,0,4,3,,,1,3,-28
84,2,4,285,6,ACCELERATING,false,0,3,0,4,3,,,1,3,-28
85,2,4,291,6,ACCELERATING,false,0,3,0,4,3,,,1,3,-28
86,2,4,297,6,USED_LIZARD,false,0,3,0,4,2,,,1,3,-28
87,2,4,303,6,USED_LIZARD,false,0,3,0,4,1,,,1,3,-28
88,2,4,309,6,USED_LIZARD,false,0,3,0,4,0,,,1,3,-28
89,2,4,315,6,ACCELERATING,false,0,3,0,4,0,,,1,3,-28
90,2,4,321,3,HIT_MUD,false,0,4,0,4,0,,,1,3,-31
91,2,4,324,3,ACCELERATING,false,0,4,0,4,0,,,1,3,-31
92,2,4,327,3,ACCELERATING,false,0,4,0,4,0,,,1,3,-31
93,2,4,330,3,ACCELERATING,false,0,4,0,4,0,,,1,3,-31
94,2,4,333,3,ACCELERATING,false,0,4,0,4,0,,,1,3,-31
95,2,4,336,0,HIT_MUD,false,0,5,0,4,0,,,1,3,-34
96,2,4,336,0,FIXED_CAR,false,0,3,0,4,0,,,1,3,-34
97,2,4,339,3,ACCELERATING,false,0,3,0,4,0,,,1,3,-34
98,2,4,345,6,ACCELERATING,false,0,3,0,4,0,,,1,3,-34
99,2,4,351,6,ACCELERATING,false,0,3,0,4,0,,,1,3,-34
100,2,4,357,6,ACCELERATING,false,0,3,0,4,0,,,1,3,-34
101,2,4,363,6,ACCELERATING,false,0,3,0,4,0,,,1,3,-34
102,2,4,369,6,ACCELERATING,false,0,3,1,4,0,,,1,3,-30
103,2,4,375,6,USED_BOOST,true,5,3,0,4,0,,,1,3,-26
104,2,4,381,6,ACCELERATING,true,4,3,0,4,0,,,1,3,-26
105,2,4,387,6,ACCELERATING,true,3,3,0,4,0,,,1,3,-26
106,2,4,393,0,HIT_MUD,false,0,5,0,4,0,,,1,3,-34
107,2,4,393,0,FIXED_CAR,false,0,3,0,4,0,,,1,3,-34
108,2,4,396,3,ACCELERATING,false,0,3,0,4,0,,,1,3,-34
109,2,4,402,0,HIT_WALL,false,0,5,0,4,0,,,1,3,-39
110,2,4,402,0,FIXED_CAR,false,0,3,0,4,0,,,1,3,-39
111,2,4,405,3,ACCELERATING,false,0,3,0,4,0,,,1,4,-35
112,2,4,411,3,HIT_MUD,false,0,4,0,4,0,,,1,4,-38
113,2,4,414,0,HIT_MUD,false,0,5,0,4,0,,,2,4,-37
114,2,4,414,0,FIXED_CAR,false,0,3,0,4,0,,,2,4,-37
115,2,4,417,3,ACCELERATING,false,0,3,0,4,0,,,2,4,-37
116,2,4,423,6,ACCELERATING,false,0,3,0,4,0,,,2,4,-37
117,2,4,429,6,ACCELERATING,false,0,3,0,4,0,,,2,4,-37
118,2,4,435,3,HIT_MUD,false,0,4,0,4,0,,,2,4,-40
119,2,4,438,3,ACCELERATING,false,0,4,0,4,0,,,2,4,-40
120,2,4,441,3,ACCELERATING,false,0,4,0,4,0,,,2,4,-40
121,2,4,444,0,HIT_MUD,false,0,5,0,5,0,,,2,4,-39
122,2,4,444,0,FIXED_CAR,false,0,3,0,5,0,,,2,4,-39
123,2,4,447,3,ACCELERATING,false,0,3,0,5,0,,,2,4,-39
124,2,4,453,6,ACCELERATING,false,0,3,0,5,0,,,2,4,-39
125,2,4,459,3,HIT_MUD,false,0,4,0,5,0,,,2,4,-42
126,2,4,462,3,ACCELERATING,false,0,4,0,5,0,,,2,4,-42
127,2,4,465,3,ACCELERATING,false,0,4,0,5,0,,,2,4,-42
128,2,4,468,3,ACCELERATING,false,0,4,0,5,0,,,2,4,-42
129,2,4,471,0,HIT_MUD,false,0,5,0,6,0,,,2,4,-41
130,2,4,471,0,FIXED_CAR,false,0,3,0,6,0,,,2,4,-41
131,2,4,474,3,ACCELERATING,false,0,3,0,6,0,,,2,4,-41
132,2,4,480,3,HIT_MUD,false,0,4,0,7,0,,,2,5,-36
133,2,4,483,3,ACCELERATING,false,0,4,0,7,0,,,2,5,-36
134,2,4,486,3,ACCELERATING,false,0,4,0,7,0,,,2,5,-36
135,2,4,489,3,ACCELERATING,false,0,4,0,7,0,,,2,5,-36
136,2,4,492,3,ACCELERATING,false,0,4,0,7,0,,,2,5,-36
137,2,4,495,3,ACCELERATING,false,0,4,0,7,0,,,2,5,-36
138,2,4,498,3,ACCELERATING,false,0,4,0,7,0,,,2,5,-36
139,2,4,501,3,ACCELERATING,false,0,4,0,7,0,,,2,5,-36
140,2,4,504,3,ACCELERATING,false,0,4,0,7,0,,,2,5,-36
141,2,4,507,3,ACCELERATING,false,0,4,0,7,0,,,2,5,-36
142,2,4,510,0,HIT_MUD,false,0,5,0,7,0,,,2,5,-39
143,2,4,510,0,FIXED_CAR,false,0,3,0,7,0,,,2,5,-39
144,2,4,513,3,ACCELERATING,false,0,3,0,7,1,,,2,5,-35
145,2,4,519,6,ACCELERATING,false,0,3,0,7,1,,,2,5,-35
146,2,4,525,6,USED_LIZARD,false,0,3,0,7,0,,,2,5,-35
147,2,4,531,6,ACCELERATING,false,0,3,0,7,0,,,2,6,-31
148,2,4,537,3,HIT_MUD,false,0,4,0,7,0,,,2,6,-34
149,2,4,540,3,ACCELERATING,false,0,4,0,7,0,,,2,6,-34
150,2,4,543,0,HIT_MUD,false,0,5,0,7,0,,,2,6,-37
151,2,4,543,0,FIXED_CAR,false,0,3,0,7,0,,,2,6,-37
152,2,4,546,3,ACCELERATING,false,0,3,0,7,0,,,2,6,-37
153,2,4,552,3,HIT_MUD,false,0,4,0,7,0,,,2,6,-40
154,2,4,555,0,HIT_MUD,false,0,5,0,7,0,,,2,6,-46
155,2,4,555,0,FIXED_CAR,false,0,3,0,7,0,,,2,6,-46
156,2,4,558,3,ACCELERATING,false,0,3,0,7,0,,,2,6,-46
157,2,4,564,6,ACCELERATING,false,0,3,0,7,0,,,2,6,-46
158,2,4,570,6,ACCELERATING,false,0,3,0,7,0,,,3,6,-42
159,2,4,576,6,ACCELERATING,false,0,3,0,7,0,,,3,6,-42
160,2,4,582,6,ACCELERATING,false,0,3,0,8,0,,,3,7,-34
161,2,4,588,3,HIT_MUD,false,0,4,0,8,0,,,3,7,-37
162,2,4,591,0,HIT_MUD,false,0,5,0,8,0,,,3,7,-43
163,2,4,591,0,FIXED_CAR,false,0,3,0,8,0,,,3,7,-43
164,2,4,594,3,ACCELERATING,false,0,3,0,8,0,,,3,7,-43
165,2,4,600,3,HIT_MUD,false,0,4,0,8,0,,,3,8,-42
166,2,4,603,3,ACCELERATING,false,0,4,0,8,0,,,3,8,-42
167,2,4,606,0,HIT_WALL,false,0,5,0,8,0,,,3,8,-47
168,2,4,606,0,FIXED_CAR,false,0,3,0,8,0,,,3,8,-47
169,2,4,609,3,ACCELERATING,false,0,3,0,8,0,,,3,8,-47
170,2,4,615,6,ACCELERATING,false,0,3,0,8,0,,,3,8,-47
171,2,4,621,6,ACCELERATING,false,0,3,0,8,0,,,3,8,-47
172,2,4,627,6,ACCELERATING,false,0,3,0,8,0,,,3,8,-47
173,2,4,633,6,ACCELERATING,false,0,3,0,8,0,,,4,8,-43
174,2,4,639,6,ACCELERATING,false,0,3,0,8,0,,,4,8,-43
175,2,4,645,6,ACCELERATING,false,0,3,0,8,0,,,4,8,-43
176,2,4,651,6,ACCELERATING,false,0,3,0,8,0,,,4,8,-43
177,2,4,657,6,ACCELERATING,false,0,3,0,8,0,,,4,8,-43
178,2,4,663,6,ACCELERATING,false,0,3,0,8,0,,,4,8,-43
179,2,4,669,0,HIT_WALL,false,0,5,0,8,0,,,5,8,-47
180,2,4,669,0,FIXED_CAR,false,0,3,0,8,0,,,5,8,-47
181,2,4,672,3,ACCELERATING,false,0,3,0,8,0,,,5,8,-47
182,2,4,678,3,HIT_MUD,false,0,4,0,8,0,,,5,8,-50
183,2,4,681,3,ACCELERATING,false,0,4,0,8,0,,,5,8,-50
184,2,4,684,3,ACCELERATING,false,0,4,0,8,0,,,5,8,-50
185,2,4,687,3,ACCELERATING,false,0,4,0,8,0,,,5,8,-50
186,2,4,690,3,ACCELERATING,false,0,4,0,8,0,,,5,8,-50
187,2,4,693,3,ACCELERATING,false,0,4,0,8,0,,,5,8,-50
188,2,4,696,3,ACCELERATING,false,0,4,0,8,0,,,5,8,-50
189,2,4,699,3,ACCELERATING,false,0,4,0,8,0,,,5,8,-50
190,2,4,702,3,ACCELERATING,false,0,4,0,8,0,,,5,8,-50
191,2,4,705,3,ACCELERATING,false,0,4,0,8,0,,,5,8,-50
192,2,4,708,3,ACCELERATING,false,0,4,0,8,0,,,5,9,-46
193,2,4,711,3,ACCELERATING,false,0,4,0,8,0,,,5,9,-46
194,2,4,714,3,ACCELERATING,false,0,4,0,8,0,,,5,9,-46
195,2,4,717,3,ACCELERATING,false,0,4,0,8,0,,,5,9,-46
196,2,4,720,3,ACCELERATING,false,0,4,0,8,0,,,5,9,-46
197,2,4,723,3,ACCELERATING,false,0,4,0,8,0,,,5,9,-46
198,2,4,726,3,ACCELERATING,false,0,4,0,8,0,,,5,9,-46
199,2,4,729,3,ACCELERATING,false,0,4,0,8,0,,,5,9,-46
200,2,4,732,3,ACCELERATING,false,0,4,0,8,0,,,5,9,-46
201,2,4,735,3,ACCELERATING,false,0,4,0,8,0,,,5,9,-46
202,2,4,738,3,ACCELERATING,false,0,4,0,8,0,,,5,9,-46
203,2,4,741,3,ACCELERATING,false,0,4,0,8,0,,,5,9,-46
204,2,4,744,3,ACCELERATING,false,0,4,0,8,0,,,5,9,-46
205,2,4,747,3,ACCELERATING,false,0,4,0,8,0,,,5,9,-46
206,2,4,750,3,ACCELERATING,false,0,4,0,8,0,,,5,9,-46
207,2,4,753,3,ACCELERATING,false,0,4,0,8,0,,,5,9,-46
208,2,4,756,3,ACCELERATING,false,0,4,1,8,0,,,5,9,-42
209,2,4,759,3,ACCELERATING,false,0,4,1,8,0,,,5,9,-42
210,2,4,762,3,ACCELERATING,false,0,4,1,8,0,,,5,9,-42
211,2,4,765,3,ACCELERATING,false,0,4,1,8,0,,,5,9,-42
212,2,4,768,3,ACCELERATING,false,0,4,1,8,0,,,5,9,-42
213,2,4,771,3,ACCELERATING,false,0,4,1,8,0,,,5,9,-42
214,2,4,774,3,ACCELERATING,false,0,4,1,8,0,,,5,9,-42
215,2,4,777,0,HIT_MUD,false,0,5,1,8,0,,,5,9,-45
216,2,4,777,0,FIXED_CAR,false,0,3,1,8,0,,,5,9,-45
